LineId,Content,EventId,EventTemplate
1813,"data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_B6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1815,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1816,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1817,"data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_C1] datasource,data_thread() got not answer from any [Thunderbird_B7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1820,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1821,"data_thread() got not answer from any [Thunderbird_A6] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1823,"synchronized to 10.100.12.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1824,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1825,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1826,"data_thread() got not answer from any [Thunderbird_D8] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1828,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1829,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1830,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1831,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1832,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1833,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1834,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1835,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1836,"data_thread() got not answer from any [Thunderbird_C2] datasource,data_thread() got not answer from any [Thunderbird_A4] datasource,data_thread() got not answer from any [Thunderbird_B5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1839,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1840,"data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1843,Local disconnected: Connection closed.,E67,Local disconnected: Connection closed.
1844,connection lost: 'Connection closed.',E30,connection lost: 'Connection closed.'
1845,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1846,"data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_A7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1848,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1849,"data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_B6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1851,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1854,"data_thread() got not answer from any [Thunderbird_D7] datasource,data_thread() got not answer from any [Thunderbird_D5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1856,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1857,"data_thread() got not answer from any [Thunderbird_A8] datasource,data_thread() got not answer from any [Thunderbird_C8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1859,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1860,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1861,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1862,"data_thread() got not answer from any [Thunderbird_B2] datasource,data_thread() got not answer from any [Thunderbird_B3] datasource,data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_C1] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1866,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1867,"data_thread() got not answer from any [Thunderbird_B7] datasource,data_thread() got not answer from any [Thunderbird_D8] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1870,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1871,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1872,"data_thread() got not answer from any [Thunderbird_A6] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1874,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1875,"data_thread() got not answer from any [Thunderbird_B4] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1877,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1878,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1879,"data_thread() got not answer from any [Thunderbird_D6] datasource,data_thread() got not answer from any [Thunderbird_B5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1881,"synchronized to 10.100.28.250, stratum 3,synchronized to 10.100.28.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1886,"data_thread() got not answer from any [Thunderbird_A4] datasource,data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1889,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1890,"data_thread() got not answer from any [Thunderbird_C2] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource,data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_A3] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1894,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1895,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1896,"data_thread() got not answer from any [Thunderbird_B6] datasource,data_thread() got not answer from any [Thunderbird_D7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1898,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1899,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1900,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1901,"data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_B2] datasource,data_thread() got not answer from any [Thunderbird_A7] datasource,data_thread() got not answer from any [Thunderbird_C1] datasource,data_thread() got not answer from any [Thunderbird_A8] datasource,data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_D5] datasource,data_thread() got not answer from any [Thunderbird_B3] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1909,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1910,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1911,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1912,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1913,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1914,"data_thread() got not answer from any [Thunderbird_C6] datasource,data_thread() got not answer from any [Thunderbird_A6] datasource,data_thread() got not answer from any [Thunderbird_B4] datasource,data_thread() got not answer from any [Thunderbird_D8] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1919,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1920,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1921,"synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.30.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1927,"data_thread() got not answer from any [Thunderbird_D6] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource,data_thread() got not answer from any [Thunderbird_B5] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1931,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.10.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1933,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1934,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1935,"data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource,data_thread() got not answer from any [Thunderbird_B6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
